date,caltext,caltitle,calsuper
2018-10-13,7.366506016999999,-0.3143376,0.9714474669999997
2018-10-15,5.911381450000001,0.5551143000000001,1.34080215
2018-10-16,2.6777835249999997,0.0,-0.07096333300000013
2018-10-19,6.595151284000001,-1.15,3.96943075
2018-10-20,0.22853428400000014,0.0,0.2101983499999998
2018-10-21,-0.8611759829999999,0.0,0.6386394169999999
2018-10-24,2.243631041,0.0,1.2127985579999998
2018-10-26,-0.17340291700000066,0.6583763,-1.1661930000000003
2018-10-27,8.646367232999998,0.0,0.86112085
2018-10-28,2.257519117,0.0,0.96939585
2018-11-01,4.317986574999999,0.0632301,2.609378542
2018-11-02,3.3955113829999997,0.0,2.956033799
2018-11-03,4.857327451999999,0.1,4.4728986939999995
2018-11-04,4.9507139669999995,-0.24084224999999998,4.176975217
2018-11-06,3.1797480419999995,-0.3143376,1.531615925
2018-11-10,0.08299236700000018,-0.0641674,-0.16885633300000008
2018-11-11,-0.049330982999999995,0.0,0.265018667
2018-11-22,4.898478675999999,0.34510505,1.0639671999999998
2018-11-24,2.517594616,-0.17832275,1.5226931160000003
2018-11-27,2.6887668000000002,0.0,1.493990283
2018-12-01,0.8782384669999999,-0.70332275,0.7125246670000001
2018-12-02,1.0963334,0.20398729999999998,0.935043
2018-12-03,4.778365567000001,0.0,4.356939467
2018-12-04,6.166096849999999,0.0,2.5253543499999993
2018-12-06,-0.4553237999999998,0.26661995,0.53560425
2018-12-07,-1.8750880500000002,0.0,-0.4134379829999998
2018-12-12,7.759766058999998,0.34510505,5.589053676
2018-12-18,1.428341033000001,-0.18183585,-1.1754384669999998
2018-12-28,1.1862392330000002,-0.45,0.681787733
2018-12-29,15.190893817000003,0.7784118500000001,9.33741895
2018-12-30,1.905212909000001,0.0,2.575347592
2019-01-03,-4.200684883999997,0.0,-0.9919423169999998
2019-01-04,1.0602852339999995,-0.21044955,-0.525619
2019-01-05,1.6636053339999992,0.08156120000000001,0.55619425
2019-01-10,3.5263795659999997,0.17771810000000002,1.6088661830000002
2019-01-11,3.913577733,0.0,1.159230183
2019-01-12,9.529754683000002,-0.51978085,5.392485367
2019-01-13,-0.280992467,-0.45,0.16795875
2019-01-20,-0.5792919999999999,0.0,0.16306715
2019-01-23,-1.2340598669999996,0.0,-1.1992792669999992
2019-01-26,4.39396715,0.0,3.0652983500000004
2019-01-27,3.476752967000001,-1.1749999999999998,-1.4607150999999998
2019-01-29,1.575909966,0.0,1.718469116
2019-01-31,9.213602724000001,1.342619,2.444781842
2019-02-02,-2.7061485499999995,0.0,-3.894118500000001
2019-02-03,-0.483657925,0.0,-0.177064375
2019-02-10,-0.25008405,-0.3789814,0.0
2019-02-11,28.607267533000005,1.6789749,4.5690821249999996
2019-02-12,8.386002316000003,0.18916739999999999,6.290110383000001
2019-02-13,6.441241517000002,0.0,-1.3685688999999999
2019-02-17,0.27695804999999996,0.0,0.0583497
2019-02-24,2.56043935,0.2775005,2.3681541499999996
2019-03-03,0.3489536000000003,0.0,0.09243375000000009
2019-03-09,-2.0299169,0.0,-0.26595276700000003
